"Скважина","НГДУ","ЦДНГ","ГУ","ЗУ","Категория","Состояние","Причина простоя","Способ эксплуатации","№ отвода","Qж, м³/сут","Обв, %","Qн, т/сут"
UZN_7211,НГДУ-4,ЦДНГ-6,ГУ-107,ЗУ-107б,Нефтяная,Ликвидированная,Технические причины,ШГН,3.000000,35.0,99.0,0.0
UZN_7212,НГДУ-4,ЦДНГ-6,ГУ-107,ЗУ-107д,Нефтяная,Ликвидированная,Технические причины,Отсутствует,7.000000,35.0,90.0,3.0
UZN_7213,НГДУ-4,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7214,НГДУ-4,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7215,НГДУ-2,ЦДНГ-9,ГУ-47,ЗУ-47в,Нефтяная,В работе,,ШГН,7.000000,5.0,50.0,2.0
UZN_7216,НГДУ-4,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7217,НГДУ-4,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7218,НГДУ-4,ЦДНГ-6,ГУ-22,ЗУ-22б,Нефтяная,Ликвидированная,Технические причины,Отсутствует,4.000000,50.0,99.0,0.0
UZN_7219,НГДУ-4,ЦДНГ-6,ГУ-22,ЗУ-22б,Нефтяная,Ликвидированная,Технические причины,ШГН,11.000000,10.0,70.0,3.0
UZN_7220,НГДУ-2,ЦДНГ-3,ГУ-5,ЗУ-5г,Нефтяная,В работе,,ШГН,5.000000,35.0,90.0,3.0
UZN_7221,НГДУ-4,ЦДНГ-6,,,Нефтяная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7222,НГДУ-4,ЦДНГ-6,ГУ-22,ЗУ-22в,Нефтяная,Ликвидированная,Технические причины,Отсутствует,2.000000,25.0,95.0,1.0
UZN_7223,НГДУ-4,,,,Нагнетательная,Бездействие,Нет забоя,Отсутствует,,20.0,95.0,1.0
UZN_7224,НГДУ-3,ЦДНГ-13,ГУ-68,ЗУ-68а,Нефтяная,Ликвидированная,Геологические причины,Отсутствует,1.000000,55.0,95.0,2.0
UZN_7225,НГДУ-4,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7226,НГДУ-3,ЦДНГ-13,ГУ-15,ЗУ-15а-2,Нефтяная,В простое,ОПРС,ШГН,3.000000,5.0,90.0,0.0
UZN_7227,НГДУ-4,ЦДНГ-6,ГУ-23,ЗУ-23а,Нефтяная,В работе,,ШГН,10.000000,20.0,85.0,3.0
UZN_7228,НГДУ-3,ЦДНГ-13,ГУ-15,ЗУ-15а-2,Нефтяная,Ликвидированная,Технические причины,Отсутствует,14.000000,10.0,45.0,5.0
UZN_7229,НГДУ-3,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7230,НГДУ-2,,,,Нагнетательная,В работе,,Отсутствует,,5.0,60.0,2.0
UZN_7231,НГДУ-3,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7232,НГДУ-3,ЦДНГ-13,ГУ-74,ЗУ-74а-2,Нефтяная,Ликвидированная,,Отсутствует,7.000000,5.0,98.0,0.0
UZN_7233,НГДУ-3,ЦДНГ-13,ГУ-74,,Нефтяная,Ликвидированная,Технические причины,Отсутствует,7.000000,5.0,96.0,0.0
UZN_7234,НГДУ-3,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7235,НГДУ-3,,,,Нагнетательная,Бездействие,Авария подземного оборудования,Отсутствует,2.000000,,,
UZN_7236,НГДУ-3,ЦДНГ-10,ГУ-11,ЗУ-11б-2,Нефтяная,Ликвидированная,Технические причины,Отсутствует,10.000000,5.0,98.0,0.0
UZN_7237,НГДУ-3,ЦДНГ-10,ГУ-11,ЗУ-11б-2,Нефтяная,Ликвидированная,Технические причины,ШГН,10.000000,30.0,95.0,1.0
UZN_7238,НГДУ-3,ЦДНГ-5,ГУ-82,ЗУ-82б,Нефтяная,В работе,,ШГН,9.000000,100.0,98.0,2.0
UZN_7239,НГДУ-1,ЦДНГ-8,ГУ-12,ЗУ-12а-2,Нефтяная,В работе,,ШГН,7.000000,35.0,85.0,4.0
UZN_7240,НГДУ-3,,,,Нагнетательная,Бездействие,Авария с НКТ,Отсутствует,,,,
UZN_7241,НГДУ-3,,,,Нагнетательная,В работе,,Отсутствует,,5.0,99.0,0.0
UZN_7242,НГДУ-3,ЦДНГ-10,ГУ-69,ЗУ-69а,Нефтяная,Бездействие,Нет забоя,ШГН,9.000000,10.0,95.0,0.0
UZN_7243,НГДУ-3,,,,Нагнетательная,В работе,,Отсутствует,2.000000,,,
UZN_7244,НГДУ-3,ЦДНГ-13,ГУ-2,ЗУ-2в,Нефтяная,В работе,,УЭЦН,6.000000,220.0,96.0,7.0
UZN_7245,НГДУ-1,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7246,НГДУ-3,,,,Нагнетательная,В работе,,Отсутствует,2.000000,,,
UZN_7247,НГДУ-2,,,,Нагнетательная,Ликвидированная,Геологические причины,Отсутствует,,20.0,90.0,2.0
UZN_7248,НГДУ-2,ЦДНГ-12,ГУ-58,ЗУ-58б,Нефтяная,Ликвидированная,Технические причины,Отсутствует,3.000000,50.0,98.0,1.0
UZN_7249,НГДУ-2,ЦДНГ-12,ГУ-58,ЗУ-58б,Нефтяная,Ликвидированная,Технические причины,Отсутствует,9.000000,85.0,98.0,1.0
UZN_7250,НГДУ-1,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7251,НГДУ-3,ЦДНГ-5,ГУ-80,ЗУ-80в,Нефтяная,В работе,,ШГН,1.000000,10.0,80.0,2.0
UZN_7252,НГДУ-3,ЦДНГ-5,ГУ-80,ЗУ-80в,Нефтяная,Бездействие,Обводнение,ШГН,10.000000,20.0,98.0,0.0
UZN_7253,НГДУ-3,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7254,НГДУ-3,ЦДНГ-5,,,Нефтяная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7255,НГДУ-3,ЦДНГ-5,ГУ-80,ЗУ-80в,Нефтяная,Ликвидированная,Геологические причины,Отсутствует,1.000000,50.0,98.0,1.0
UZN_7256,НГДУ-3,ЦДНГ-5,ГУ-80,ЗУ-80а,Нефтяная,В работе,,ШГН,6.000000,35.0,90.0,3.0
UZN_7257,НГДУ-3,ЦДНГ-5,ГУ-80,ЗУ-80в,Нефтяная,В работе,,ШГН,4.000000,50.0,60.0,17.0
UZN_7258,НГДУ-1,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,45.0,99.0,0.0
UZN_7259,НГДУ-1,ЦДНГ-2,ГУ-89,ЗУ-89а,Нефтяная,Ликвидированная,Технические причины,ШГН,7.000000,20.0,97.0,0.0
UZN_7260,НГДУ-1,ЦДНГ-2,ГУ-90,ЗУ-90в,Нефтяная,Ликвидированная,Технические причины,Отсутствует,11.000000,30.0,85.0,4.0
UZN_7261,НГДУ-2,ЦДНГ-9,ГУ-6,ЗУ-6б,Нефтяная,В работе,,ШГН,14.000000,60.0,80.0,10.0
UZN_7262,НГДУ-2,ЦДНГ-3,ГУ-45,ЗУ-45,Нефтяная,В работе,,ШГН,12.000000,35.0,60.0,12.0
UZN_7263,НГДУ-2,ЦДНГ-3,,,Нефтяная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7264,НГДУ-2,ЦДНГ-3,ГУ-41,ЗУ-41е,Нефтяная,В работе,,ШГН,8.000000,25.0,80.0,4.0
UZN_7265,НГДУ-2,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7266,НГДУ-2,ЦДНГ-3,ГУ-43,ЗУ-43,Нефтяная,В работе,,ШГН,9.000000,35.0,80.0,6.0
UZN_7267,НГДУ-2,ЦДНГ-3,ГУ-43,ЗУ-43д,Нефтяная,Ликвидированная,,ШГН,1.000000,10.0,70.0,3.0
UZN_7268,НГДУ-2,ЦДНГ-12,ГУ-109,ЗУ-109а,Нефтяная,Ликвидированная,Технические причины,Отсутствует,8.000000,,,
UZN_7269,НГДУ-3,,,,Нагнетательная,В простое,КРС,Отсутствует,,15.0,95.0,1.0
UZN_7270,НГДУ-2,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7271,НГДУ-1,ЦДНГ-11,ГУ-54,ЗУ-54д,Нефтяная,В работе,,ШГН,2.000000,30.0,75.0,6.0
UZN_7272,НГДУ-1,ЦДНГ-2,ГУ-88,,Нефтяная,В работе,,ШГН,7.000000,20.0,90.0,2.0
UZN_7273,НГДУ-2,ЦДНГ-3,ГУ-18,ЗУ-18в,Нефтяная,В работе,,ШГН,8.000000,55.0,97.0,1.0
UZN_7274,НГДУ-4,ЦДНГ-4,ГУ-102,ЗУ-102ж,Нефтяная,В работе,,ШГН,14.000000,10.0,75.0,2.0
UZN_7275,НГДУ-2,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7276,НГДУ-2,,,,Нагнетательная,В работе,,Отсутствует,,,,
UZN_7277,НГДУ-2,ЦДНГ-12,ГУ-58,ЗУ-58,Нефтяная,Ликвидированная,Технические причины,ШГН,10.000000,60.0,98.0,1.0
UZN_7278,НГДУ-4,ЦДНГ-4,ГУ-30,ЗУ-30а,Контрольная,Наблюдательная,,ШГН,8.000000,30.0,98.0,0.0
UZN_7279,НГДУ-4,ЦДНГ-4,ГУ-30,ЗУ-30г,Нефтяная,В работе,,ШГН,12.000000,60.0,95.0,3.0
UZN_7280,НГДУ-3,,,,Нагнетательная,В работе,,Отсутствует,,,,
UZN_7281,НГДУ-4,,,,Нагнетательная,В работе,,Отсутствует,,,,
UZN_7282,НГДУ-2,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7283,НГДУ-2,ЦДНГ-12,,,Нефтяная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7284,НГДУ-2,ЦДНГ-12,ГУ-58,ЗУ-58,Нефтяная,Ликвидированная,Технические причины,Отсутствует,3.000000,20.0,98.0,0.0
UZN_7285,НГДУ-3,,,,Нагнетательная,В работе,,Отсутствует,,,,
UZN_7286,НГДУ-4,ЦДНГ-4,ГУ-30,ЗУ-30е,Нефтяная,Ликвидированная,Технические причины,Отсутствует,2.000000,20.0,98.0,0.0
UZN_7287,НГДУ-1,ЦДНГ-2,ГУ-88,ЗУ-88ж,Нефтяная,В работе,,ШГН,14.000000,10.0,75.0,2.0
UZN_7288,НГДУ-1,ЦДНГ-11,ГУ-83,ЗУ-83в,Нефтяная,В работе,,ШГН,1.000000,60.0,60.0,20.0
UZN_7289,НГДУ-1,,,,Нагнетательная,Бездействие,Технологические причины,Отсутствует,16.000000,30.0,90.0,3.0
UZN_7290,НГДУ-1,ЦДНГ-2,ГУ-88,ЗУ-88г,Нефтяная,В работе,,ШГН,8.000000,15.0,80.0,3.0
UZN_7291,НГДУ-1,,,,Нагнетательная,В работе,,Отсутствует,,,,
UZN_7292,НГДУ-3,ЦДНГ-10,ГУ-92,ЗУ-92в,Нефтяная,Ликвидированная,III г) Скважины подлежащие ликвидации в результате износа эскплуатационной колонны вследствие длительной эскплуатации скажин или эксплуатации в агрессивной коррозионной среде (при наличии заключения ГИС о непригодности эксплуатационной колонны к дальнейшей эксплуатации скважин).,Отсутствует,8.000000,40.0,96.0,1.0
UZN_7293,НГДУ-2,,,,Нагнетательная,В работе,,Отсутствует,,20.0,90.0,2.0
UZN_7294,НГДУ-4,,,,Нагнетательная,В работе,,Отсутствует,,60.0,95.0,3.0
UZN_7295,НГДУ-2,,,,Нагнетательная,В работе,,Отсутствует,,15.0,85.0,2.0
UZN_7296,НГДУ-4,ЦДНГ-4,ГУ-24,ЗУ-24а,Нефтяная,В работе,,ШГН,10.000000,50.0,85.0,6.0
UZN_7297,НГДУ-2,ЦДНГ-9,ГУ-48,ЗУ-48а,Нефтяная,В работе,,УЭЦН,9.000000,35.0,85.0,4.0
UZN_7298,НГДУ-4,,,,Нагнетательная,В работе,,Отсутствует,,30.0,90.0,3.0
UZN_7299,НГДУ-3,,,,Нагнетательная,В работе,,Отсутствует,2.000000,,,
UZN_7300,НГДУ-2,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7301,НГДУ-3,,,,Нагнетательная,В простое,ПРС,Отсутствует,2.000000,,,
UZN_7302,НГДУ-3,,,,Нагнетательная,В работе,,Отсутствует,,50.0,93.0,3.0
UZN_7303,НГДУ-3,ЦДНГ-5,ГУ-81,,Нефтяная,Ликвидированная,Технические причины,Отсутствует,14.000000,5.0,99.0,0.0
UZN_7304,НГДУ-3,,,,Нагнетательная,В работе,,Отсутствует,,10.0,95.0,0.0
UZN_7305,НГДУ-1,ЦДНГ-11,ГУ-83,ЗУ-83е,Нефтяная,Ликвидированная,Технические причины,ШГН,4.000000,35.0,96.0,1.0
UZN_7306,НГДУ-3,ЦДНГ-5,ГУ-80,ЗУ-80б,Нефтяная,Ликвидированная,Технические причины,Отсутствует,4.000000,30.0,85.0,4.0
UZN_7307,НГДУ-3,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7308,НГДУ-3,ЦДНГ-5,ГУ-81,,Нефтяная,Бездействие,Дефект эксплуатационной колонны,ШГН,9.000000,30.0,90.0,3.0
UZN_7309,НГДУ-3,ЦДНГ-5,ГУ-81,ЗУ-81б,Нефтяная,В работе,,ШГН,12.000000,70.0,80.0,12.0
UZN_7310,НГДУ-1,,,,Нагнетательная,В ожидании ликвидации,,Отсутствует,,,,
UZN_7311,НГДУ-3,ЦДНГ-13,ГУ-2,ЗУ-2а-2,Нефтяная,В работе,,ШГН,1.000000,55.0,90.0,5.0
UZN_7312,НГДУ-3,ЦДНГ-13,ГУ-15,ЗУ-15а-1,Нефтяная,В работе,,ШГН,5.000000,35.0,70.0,9.0
UZN_7313,НГДУ-3,,,,Нагнетательная,Ликвидированная,Геологические причины,Отсутствует,,,,
UZN_7314,НГДУ-1,,,,Нагнетательная,В работе,,Отсутствует,,,,
UZN_7315,НГДУ-2,,,,Нагнетательная,В работе,,НКТ с пакером,,15.0,50.0,6.0
UZN_7316,НГДУ-2,,,,Нагнетательная,В работе,,Отсутствует,,,,
UZN_7317,НГДУ-2,ЦДНГ-9,ГУ-52,ЗУ-52а,Нефтяная,В работе,,ШГН,10.000000,70.0,95.0,3.0
UZN_7318,НГДУ-1,,,,Нагнетательная,В простое,Ограничение закачки из-за КРС,Отсутствует,5.000000,5.0,50.0,2.0
UZN_7319,НГДУ-1,ЦДНГ-8,ГУ-55,ЗУ-55а,Нефтяная,В простое,КРС,ШГН,10.000000,45.0,98.0,1.0
